movieId,title,year,year_norm,genres,genres_str,tags_str,content_str,imdbId,tmdbId,rating_count,rating_mean
1305,"Paris, Texas (1984)",1984,0.7068965517241379,Drama|Romance,drama romance,,drama romance,87884,655,4,3.5
1306,Until the End of the World (Bis ans Ende der Welt) (1991),1991,0.7672413793103449,Adventure|Drama|Sci-Fi,adventure drama scifi,,adventure drama scifi,101458,10341,5,2.7
1307,When Harry Met Sally... (1989),1989,0.75,Comedy|Romance,comedy romance,new york,comedy romance new york,98635,639,85,3.8588
1310,Hype! (1996),1996,0.8103448275862069,Documentary,documentary,,documentary,116589,30180,1,5.0
1312,Female Perversions (1996),1996,0.8103448275862069,Drama,drama,,drama,116293,41801,2,2.5
1318,Blue Juice (1995),1995,0.8017241379310345,Comedy|Drama,comedy drama,,comedy drama,112537,18762,1,2.0
1320,Alien³ (a.k.a. Alien 3) (1992),1992,0.7758620689655172,Action|Horror|Sci-Fi|Thriller,action horror scifi thriller,,action horror scifi thriller,103644,8077,47,3.1489
1321,"American Werewolf in London, An (1981)",1981,0.6810344827586207,Comedy|Horror|Thriller,comedy horror thriller,,comedy horror thriller,82010,814,23,3.413
1322,Amityville 1992: It's About Time (1992),1992,0.7758620689655172,Horror,horror,,horror,103678,41671,3,1.5
1323,Amityville 3-D (1983),1983,0.6982758620689655,Horror,horror,,horror,85159,27214,3,1.6667
1324,Amityville: Dollhouse (1996),1996,0.8103448275862069,Horror,horror,,horror,115535,52263,3,1.1667
1325,Amityville: A New Generation (1993),1993,0.7844827586206896,Horror,horror,,horror,106262,33519,2,1.25
1326,Amityville II: The Possession (1982),1982,0.6896551724137931,Horror,horror,,horror,83550,16235,4,1.125
1327,"Amityville Horror, The (1979)",1979,0.6637931034482759,Drama|Horror|Mystery|Thriller,drama horror mystery thriller,,drama horror mystery thriller,78767,11449,15,2.6333
1328,"Amityville Curse, The (1990)",1990,0.7586206896551724,Horror,horror,,horror,99030,41848,2,0.75
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),1974,0.6206896551724138,Horror,horror,,horror,71233,25944,2,2.75
1330,April Fool's Day (1986),1986,0.7241379310344828,Horror,horror,,horror,90655,24913,4,1.5
1331,Audrey Rose (1977),1977,0.646551724137931,Horror,horror,,horror,75704,49126,1,2.0
1332,"Believers, The (1987)",1987,0.7327586206896551,Horror|Thriller,horror thriller,,horror thriller,92632,32076,3,3.6667
1333,"Birds, The (1963)",1963,0.5258620689655172,Horror|Thriller,horror thriller,birds,horror thriller birds,56869,571,44,3.6023
1334,"Blob, The (1958)",1958,0.4827586206896552,Horror|Sci-Fi,horror scifi,,horror scifi,51418,8851,6,3.0
1335,Blood Beach (1981),1981,0.6810344827586207,Horror|Mystery,horror mystery,,horror mystery,82083,37843,1,1.0
1336,Body Parts (1991),1991,0.7672413793103449,Horror|Thriller,horror thriller,,horror thriller,101492,32146,1,1.0
1337,"Body Snatcher, The (1945)",1945,0.3706896551724138,Drama|Horror|Thriller,drama horror thriller,,drama horror thriller,37549,30346,1,4.5
1339,Dracula (Bram Stoker's Dracula) (1992),1992,0.7758620689655172,Fantasy|Horror|Romance|Thriller,fantasy horror romance thriller,,fantasy horror romance thriller,103874,6114,29,3.4655
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",1935,0.28448275862068967,Drama|Horror|Sci-Fi,drama horror scifi,,drama horror scifi,26138,229,3,3.1667
1341,Burnt Offerings (1976),1976,0.6379310344827587,Horror,horror,,horror,74258,13549,2,3.75
1342,Candyman (1992),1992,0.7758620689655172,Horror|Thriller,horror thriller,,horror thriller,103919,9529,11,2.5
1343,Cape Fear (1991),1991,0.7672413793103449,Thriller,thriller,horror juliette lewis martin scorsese robert de niro remake,thriller horror juliette lewis martin scorsese robert de niro remake,101540,1598,25,3.78
1344,Cape Fear (1962),1962,0.5172413793103449,Crime|Drama|Thriller,crime drama thriller,lawyer,crime drama thriller lawyer,55824,11349,14,3.9643
1345,Carrie (1976),1976,0.6379310344827587,Drama|Fantasy|Horror|Thriller,drama fantasy horror thriller,high school prom stephen king,drama fantasy horror thriller high school prom stephen king,74285,7340,36,3.3472
1346,Cat People (1982),1982,0.6896551724137931,Drama|Fantasy|Horror,drama fantasy horror,,drama fantasy horror,83722,6217,8,2.8125
1347,"Nightmare on Elm Street, A (1984)",1984,0.7068965517241379,Horror|Thriller,horror thriller,,horror thriller,87800,377,27,3.0
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",1922,0.1724137931034483,Horror,horror,vampires,horror vampires,13442,653,16,3.5312
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),1986,0.7241379310344828,Horror,horror,,horror,91651,28198,1,5.0
1350,"Omen, The (1976)",1976,0.6379310344827587,Horror|Mystery|Thriller,horror mystery thriller,demons,horror mystery thriller demons,75005,794,22,3.8182
1351,Blood and Wine (Blood & Wine) (1996),1996,0.8103448275862069,Crime|Drama|Thriller,crime drama thriller,,crime drama thriller,115710,31640,3,2.3333
1352,Albino Alligator (1996),1996,0.8103448275862069,Crime|Thriller,crime thriller,,crime thriller,115495,8744,2,2.25
1353,"Mirror Has Two Faces, The (1996)",1996,0.8103448275862069,Comedy|Drama|Romance,comedy drama romance,personals ads,comedy drama romance personals ads,117057,25189,4,3.375
1354,Breaking the Waves (1996),1996,0.8103448275862069,Drama|Mystery,drama mystery,religion,drama mystery religion,115751,145,7,4.0714
1355,Nightwatch (1997),1997,0.8189655172413793,Horror|Thriller,horror thriller,,horror thriller,119791,2212,3,2.0
1356,Star Trek: First Contact (1996),1996,0.8103448275862069,Action|Adventure|Sci-Fi|Thriller,action adventure scifi thriller,borg,action adventure scifi thriller borg,117731,199,91,3.8791
1357,Shine (1996),1996,0.8103448275862069,Drama|Romance,drama romance,music,drama romance music,117631,7863,24,4.0
1358,Sling Blade (1996),1996,0.8103448275862069,Drama,drama,ex-con,drama ex-con,117666,12498,47,3.8404
1359,Jingle All the Way (1996),1996,0.8103448275862069,Children|Comedy,children comedy,,children comedy,116705,9279,18,2.8611
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),1996,0.8103448275862069,Documentary,documentary,in netflix queue,documentary in netflix queue,117293,17204,6,4.0833
1363,"Preacher's Wife, The (1996)",1996,0.8103448275862069,Drama,drama,religion,drama religion,117372,21539,5,3.5
1365,Ridicule (1996),1996,0.8103448275862069,Drama,drama,,drama,117477,12709,6,3.5833
1366,"Crucible, The (1996)",1996,0.8103448275862069,Drama,drama,arthur miller,drama arthur miller,115988,20539,5,3.9
1367,101 Dalmatians (1996),1996,0.8103448275862069,Adventure|Children|Comedy,adventure children comedy,dogs remake,adventure children comedy dogs remake,115433,11674,47,3.0745
1370,Die Hard 2 (1990),1990,0.7586206896551724,Action|Adventure|Thriller,action adventure thriller,,action adventure thriller,99423,1573,68,3.4044
1371,Star Trek: The Motion Picture (1979),1979,0.6637931034482759,Adventure|Sci-Fi,adventure scifi,,adventure scifi,79945,152,45,3.0444
1372,Star Trek VI: The Undiscovered Country (1991),1991,0.7672413793103449,Action|Mystery|Sci-Fi,action mystery scifi,klingons,action mystery scifi klingons,102975,174,42,3.3452
1373,Star Trek V: The Final Frontier (1989),1989,0.75,Action|Sci-Fi,action scifi,,action scifi,98382,172,30,2.6667
1374,Star Trek II: The Wrath of Khan (1982),1982,0.6896551724137931,Action|Adventure|Sci-Fi|Thriller,action adventure scifi thriller,captain kirk,action adventure scifi thriller captain kirk,84726,154,62,3.7661
1375,Star Trek III: The Search for Spock (1984),1984,0.7068965517241379,Action|Adventure|Sci-Fi,action adventure scifi,,action adventure scifi,88170,157,42,3.2619
1376,Star Trek IV: The Voyage Home (1986),1986,0.7241379310344828,Adventure|Comedy|Sci-Fi,adventure comedy scifi,whales,adventure comedy scifi whales,92007,168,43,3.4767
1377,Batman Returns (1992),1992,0.7758620689655172,Action|Crime,action crime,superhero,action crime superhero,103776,364,60,3.025
1378,Young Guns (1988),1988,0.7413793103448276,Action|Comedy|Western,action comedy western,,action comedy western,96487,11967,25,3.1
1379,Young Guns II (1990),1990,0.7586206896551724,Action|Western,action western,,action western,100994,9086,11,3.0
1380,Grease (1978),1978,0.6551724137931034,Comedy|Musical|Romance,comedy musical romance,high school,comedy musical romance high school,77631,621,68,3.1397
1381,Grease 2 (1982),1982,0.6896551724137931,Comedy|Musical|Romance,comedy musical romance,high school,comedy musical romance high school,84021,9037,19,2.0789
1382,Marked for Death (1990),1990,0.7586206896551724,Action|Drama,action drama,,action drama,100114,10173,4,1.875
1385,Under Siege (1992),1992,0.7758620689655172,Action|Drama|Thriller,action drama thriller,,action drama thriller,105690,8845,24,2.8542
1387,Jaws (1975),1975,0.6293103448275862,Action|Horror,action horror,shark,action horror shark,73195,578,91,4.0055
1388,Jaws 2 (1978),1978,0.6551724137931034,Horror|Thriller,horror thriller,,horror thriller,77766,579,17,2.6176
1389,Jaws 3-D (1983),1983,0.6982758620689655,Action|Horror,action horror,shark,action horror shark,85750,17692,6,1.4167
1390,My Fellow Americans (1996),1996,0.8103448275862069,Comedy,comedy,,comedy,117119,17795,9,2.6667
1391,Mars Attacks! (1996),1996,0.8103448275862069,Action|Comedy|Sci-Fi,action comedy scifi,,action comedy scifi,116996,75,86,3.093
1392,Citizen Ruth (1996),1996,0.8103448275862069,Comedy|Drama,comedy drama,,comedy drama,115906,13891,4,4.125
1393,Jerry Maguire (1996),1996,0.8103448275862069,Drama|Romance,drama romance,sports,drama romance sports,116695,9390,85,3.5941
1394,Raising Arizona (1987),1987,0.7327586206896551,Comedy,comedy,coen brothers,comedy coen brothers,93822,378,58,3.9914
1395,Tin Men (1987),1987,0.7327586206896551,Comedy|Drama,comedy drama,,comedy drama,94155,10896,5,3.0
1396,Sneakers (1992),1992,0.7758620689655172,Action|Comedy|Crime|Drama|Sci-Fi,action comedy crime drama scifi,spying,action comedy crime drama scifi spying,105435,2322,46,3.4783
1397,Bastard Out of Carolina (1996),1996,0.8103448275862069,Drama,drama,,drama,115633,41240,2,4.0
1398,In Love and War (1996),1996,0.8103448275862069,Romance|War,romance war,hemingway,romance war hemingway,116621,26949,1,2.5
1399,Marvin's Room (1996),1996,0.8103448275862069,Drama,drama,,drama,116999,9819,5,3.1
1401,Ghosts of Mississippi (1996),1996,0.8103448275862069,Drama,drama,,drama,116410,31908,3,3.3333
1405,Beavis and Butt-Head Do America (1996),1996,0.8103448275862069,Adventure|Animation|Comedy|Crime,adventure animation comedy crime,,adventure animation comedy crime,115641,3179,31,2.9355
1406,La Cérémonie (1995),1995,0.8017241379310345,Crime|Drama|Mystery|Thriller,crime drama mystery thriller,,crime drama mystery thriller,112769,1802,2,4.5
1407,Scream (1996),1996,0.8103448275862069,Comedy|Horror|Mystery|Thriller,comedy horror mystery thriller,slasher spoof,comedy horror mystery thriller slasher spoof,117571,4232,70,3.2
1408,"Last of the Mohicans, The (1992)",1992,0.7758620689655172,Action|Romance|War|Western,action romance war western,hawkeye james fennimore cooper,action romance war western hawkeye james fennimore cooper,104691,9361,39,3.8333
1409,Michael (1996),1996,0.8103448275862069,Comedy|Drama|Fantasy|Romance,comedy drama fantasy romance,,comedy drama fantasy romance,117038,2928,23,2.5
1411,Hamlet (1996),1996,0.8103448275862069,Crime|Drama|Romance,crime drama romance,shakespeare,crime drama romance shakespeare,116477,10549,16,4.0
1412,Some Mother's Son (1996),1996,0.8103448275862069,Drama,drama,,drama,117690,58102,1,3.5
1413,"Whole Wide World, The (1996)",1996,0.8103448275862069,Drama,drama,conan,drama conan,118163,18451,2,4.25
1414,Mother (1996),1996,0.8103448275862069,Comedy,comedy,,comedy,117091,27265,8,3.0
1415,"Thieves (Voleurs, Les) (1996)",1996,0.8103448275862069,Crime|Drama|Romance,crime drama romance,,crime drama romance,118100,49935,2,2.5
1416,Evita (1996),1996,0.8103448275862069,Drama|Musical,drama musical,andrew lloyd weber,drama musical andrew lloyd weber,116250,8818,12,3.4167
1417,"Portrait of a Lady, The (1996)",1996,0.8103448275862069,Drama,drama,,drama,117364,36758,2,3.25
1419,Walkabout (1971),1971,0.5948275862068966,Adventure|Drama,adventure drama,,adventure drama,67959,36040,2,4.25
1422,Murder at 1600 (1997),1997,0.8189655172413793,Crime|Drama|Mystery|Thriller,crime drama mystery thriller,,crime drama mystery thriller,119731,9415,4,2.75
1423,Hearts and Minds (1996),1996,0.8103448275862069,Drama,drama,in netflix queue vietnam,drama in netflix queue vietnam,116506,55146,1,4.0
1425,Fierce Creatures (1997),1997,0.8189655172413793,Comedy,comedy,,comedy,119115,12145,8,3.0
1426,Zeus and Roxanne (1997),1997,0.8189655172413793,Children,children,,children,120550,42424,1,1.0
1427,Turbulence (1997),1997,0.8189655172413793,Action|Thriller,action thriller,,action thriller,120390,34314,1,1.0
1428,Angel Baby (1995),1995,0.8017241379310345,Drama,drama,,drama,112362,2892,2,3.0
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),1996,0.8103448275862069,Action|Adventure|Comedy|Thriller,action adventure comedy thriller,,action adventure comedy thriller,116704,9404,20,3.575
1430,Underworld (1996),1996,0.8103448275862069,Comedy|Thriller,comedy thriller,,comedy thriller,120414,85242,3,3.0
1431,Beverly Hills Ninja (1997),1997,0.8189655172413793,Action|Comedy,action comedy,,action comedy,118708,9622,16,2.4688
1432,Metro (1997),1997,0.8189655172413793,Action|Comedy|Crime|Drama|Thriller,action comedy crime drama thriller,,action comedy crime drama thriller,119664,8860,7,2.7143
1437,"Cement Garden, The (1993)",1993,0.7844827586206896,Drama,drama,,drama,106535,14832,2,4.25
1438,Dante's Peak (1997),1997,0.8189655172413793,Action|Thriller,action thriller,,action thriller,118928,9619,24,2.625
1439,Meet Wally Sparks (1997),1997,0.8189655172413793,Comedy,comedy,,comedy,119644,40506,3,2.1667
1440,Amos & Andrew (1993),1993,0.7844827586206896,Comedy,comedy,,comedy,106266,31000,2,1.5
1441,Benny & Joon (1993),1993,0.7844827586206896,Comedy|Romance,comedy romance,mental illness not seen,comedy romance mental illness not seen,106387,4104,19,3.4737
1442,Prefontaine (1997),1997,0.8189655172413793,Drama,drama,,drama,119937,26306,5,3.5
1445,McHale's Navy (1997),1997,0.8189655172413793,Comedy|War,comedy war,,comedy war,119640,14908,7,2.1429
1446,Kolya (Kolja) (1996),1996,0.8103448275862069,Comedy|Drama,comedy drama,in netflix queue,comedy drama in netflix queue,116790,784,7,4.4286
1447,Gridlock'd (1997),1997,0.8189655172413793,Crime,crime,,crime,119225,12489,4,3.375
1449,Waiting for Guffman (1996),1996,0.8103448275862069,Comedy,comedy,mockumentary,comedy mockumentary,118111,16448,24,3.875
1453,"Beautician and the Beast, The (1997)",1997,0.8189655172413793,Comedy|Romance,comedy romance,,comedy romance,118691,17894,3,1.8333
1454,SubUrbia (1997),1997,0.8189655172413793,Comedy|Drama,comedy drama,,comedy drama,120238,28059,6,3.75
1456,"Pest, The (1997)",1997,0.8189655172413793,Comedy,comedy,,comedy,119887,17949,1,2.0
1457,Fools Rush In (1997),1997,0.8189655172413793,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,119141,1968,12,3.0833
1458,Touch (1997),1997,0.8189655172413793,Drama|Fantasy|Romance,drama fantasy romance,,drama fantasy romance,120357,61563,1,4.0
1459,Absolute Power (1997),1997,0.8189655172413793,Mystery|Thriller,mystery thriller,,mystery thriller,118548,66,12,2.6667
1460,That Darn Cat (1997),1997,0.8189655172413793,Children|Comedy|Mystery,children comedy mystery,,children comedy mystery,120317,20735,2,3.25
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),1997,0.8189655172413793,Comedy,comedy,,comedy,120434,11419,8,2.3125
1464,Lost Highway (1997),1997,0.8189655172413793,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,crime drama fantasy filmnoir mystery romance,,crime drama fantasy filmnoir mystery romance,116922,638,17,3.2647
1465,Rosewood (1997),1997,0.8189655172413793,Action|Drama,action drama,,action drama,120036,25624,3,3.3333
1466,Donnie Brasco (1997),1997,0.8189655172413793,Crime|Drama,crime drama,mafia,crime drama mafia,119008,9366,52,3.7404
1468,Booty Call (1997),1997,0.8189655172413793,Comedy|Romance,comedy romance,,comedy romance,118750,21915,5,2.6
